ID,Incident_Num,Incident_Type,Occured_date_time,Precinct,Sector,Beat,Officer_ID,Subject_ID,Subject_Race,Subject_Gender
3828-1706-3374,3828,Level 1 - Use of Force,02/15/2015 06:07:00 PM,SW,W,W3,1706,3374,Black or African American,Male
3827-1771-3378,3827,Level 1 - Use of Force,02/15/2015 10:09:00 PM,E,E,E1,1771,3378,Black or African American,Female
3826-1789-3378,3826,Level 1 - Use of Force,02/15/2015 10:03:00 PM,E,E,E1,1789,3378,Black or African American,Female
3832-1735-3382,3832,Level 1 - Use of Force,02/16/2015 04:20:00 AM,E,E,E2,1735,3382,White,Male
3833-652-3383,3833,Level 1 - Use of Force,02/13/2015 06:36:00 PM,W,K,K1,652,3383,Black or African American,Male
3834-1582-3384,3834,Level 1 - Use of Force,02/16/2015 02:24:00 PM,N,N,N3,1582,3384,Black or African American,Male
3835-1858-3384,3835,Level 1 - Use of Force,02/16/2015 02:28:00 PM,N,N,N3,1858,3384,Black or African American,Male
12571-2154-3386,12571,Level 1 - Use of Force,09/02/2016 04:54:00 PM,W,K,K3,2154,3386,White,Male
3847-1655-3396,3847,Level 1 - Use of Force,02/17/2015 06:50:00 PM,N,L,L1,1655,3396,Black or African American,Male
3848-1815-3397,3848,Level 2 - Use of Force,02/13/2015 08:41:00 PM,W,K,K3,1815,3397,White,Male
3940-1847-3397,3940,Level 2 - Use of Force,02/13/2015 08:36:00 PM,W,K,K3,1847,3397,White,Male
3941-1571-3397,3941,Level 2 - Use of Force,02/13/2015 08:36:00 PM,W,K,K3,1571,3397,White,Male
4857-1168-3397,4857,Level 2 - Use of Force,02/13/2015 08:36:00 PM,W,K,K3,1168,3397,White,Male
6306-1619-3399,6306,Level 1 - Use of Force,07/31/2015 08:40:00 AM,S,R,R1,1619,3399,Black or African American,Male
3849-1697-3400,3849,Level 1 - Use of Force,02/17/2015 10:21:00 PM,W,M,M3,1697,3400,Not Specified,Male
3867-1743-3411,3867,Level 2 - Use of Force,02/18/2015 02:56:00 PM,S,S,S2,1743,3411,Black or African American,Male
14310-2174-3411,14310,Level 2 - Use of Force,01/31/2017 04:34:00 AM,S,S,S1,2174,3411,Black or African American,Male
25113-1801-3411,25113,Level 3 - Use of Force,04/25/2018 06:10:00 PM,-,-,-,1801,3411,Black or African American,Male
25115-2423-3411,25115,Level 3 - Use of Force,04/25/2018 06:11:00 PM,-,-,-,2423,3411,Black or African American,Male
9368-1812-3411,9368,Level 1 - Use of Force,01/17/2016 09:50:00 PM,E,C,C1,1812,3411,Black or African American,Male
9370-1793-3411,9370,Level 1 - Use of Force,01/17/2016 10:08:00 PM,E,C,C1,1793,3411,Black or African American,Male
9372-1807-3411,9372,Level 1 - Use of Force,01/17/2016 10:08:00 PM,E,C,C1,1807,3411,Black or African American,Male
3859-1575-3412,3859,Level 1 - Use of Force,02/18/2015 10:19:00 PM,S,O,O3,1575,3412,White,Male
5851-1783-3412,5851,Level 1 - Use of Force,06/28/2015 03:46:00 PM,S,O,O3,1783,3412,White,Male
3860-1590-3412,3860,Level 1 - Use of Force,02/18/2015 09:58:00 PM,S,O,O3,1590,3412,White,Male
5833-1845-3412,5833,Level 1 - Use of Force,06/28/2015 01:46:00 PM,S,O,O3,1845,3412,White,Male
5831-917-3412,5831,Level 1 - Use of Force,06/28/2015 03:46:00 PM,S,O,O3,917,3412,White,Male
5834-1889-3412,5834,Level 1 - Use of Force,06/28/2015 03:46:00 PM,S,O,O3,1889,3412,White,Male
5835-1251-3412,5835,Level 1 - Use of Force,06/28/2015 03:46:00 PM,S,O,O3,1251,3412,White,Male
3871-1752-3427,3871,Level 1 - Use of Force,02/19/2015 09:15:00 PM,N,L,L1,1752,3427,White,Male
3873-1797-3427,3873,Level 1 - Use of Force,02/19/2015 09:22:00 PM,N,L,L1,1797,3427,White,Male
3876-1799-3427,3876,Level 1 - Use of Force,02/20/2015 10:30:00 PM,N,L,L1,1799,3427,White,Male
3877-1781-3427,3877,Level 1 - Use of Force,02/19/2015 09:20:00 PM,N,L,L1,1781,3427,White,Male
3872-1141-3428,3872,Level 1 - Use of Force,02/19/2015 10:03:00 PM,E,C,C2,1141,3428,Black or African American,Male
3875-1762-3429,3875,Level 1 - Use of Force,02/19/2015 08:03:00 PM,E,C,C2,1762,3429,Black or African American,Male
3874-1230-3429,3874,Level 1 - Use of Force,02/19/2015 07:06:00 PM,E,C,C2,1230,3429,Black or African American,Male
3870-1607-3430,3870,Level 1 - Use of Force,02/19/2015 08:44:00 PM,S,S,S1,1607,3430,Black or African American,Male
3878-1722-3431,3878,Level 2 - Use of Force,02/14/2015 09:08:00 PM,E,G,G2,1722,3431,Black or African American,Male
4542-1263-3431,4542,Level 2 - Use of Force,02/14/2015 09:09:00 PM,E,G,G2,1263,3431,Black or African American,Male
4544-1103-3431,4544,Level 2 - Use of Force,02/14/2015 09:09:00 PM,E,G,G2,1103,3431,Black or African American,Male
3885-930-3438,3885,Level 1 - Use of Force,02/20/2015 05:50:00 AM,N,J,J1,930,3438,White,Female
3886-1655-3439,3886,Level 1 - Use of Force,02/20/2015 06:00:00 AM,N,J,J1,1655,3439,White,Male
3887-1615-3440,3887,Level 1 - Use of Force,02/20/2015 06:50:00 AM,N,J,J1,1615,3440,White,Female
3888-709-3441,3888,Level 2 - Use of Force,02/20/2015 02:16:00 PM,W,M,M3,709,3441,White,Male
3889-1239-3441,3889,Level 2 - Use of Force,02/20/2015 02:16:00 PM,W,M,M3,1239,3441,White,Male
19367-456-3441,19367,Level 1 - Use of Force,01/27/2018 05:00:00 PM,S,S,S1,456,3441,White,Male
3906-425-3450,3906,Level 1 - Use of Force,02/21/2015 06:20:00 AM,N,N,N3,425,3450,White,Female
3891-1183-3450,3891,Level 1 - Use of Force,02/21/2015 04:40:00 AM,N,N,N3,1183,3450,White,Female
3956-1274-3451,3956,Level 1 - Use of Force,02/21/2015 04:55:00 AM,N,N,N3,1274,3451,White,Not Specified
3895-522-3451,3895,Level 1 - Use of Force,02/21/2015 05:00:00 AM,N,N,N3,522,3451,White,Not Specified
3894-478-3451,3894,Level 1 - Use of Force,02/21/2015 05:30:00 AM,N,N,N3,478,3451,White,Not Specified
3893-425-3451,3893,Level 1 - Use of Force,02/21/2015 04:44:00 AM,N,L,L2,425,3451,White,Not Specified
3898-1107-3452,3898,Level 2 - Use of Force,02/20/2015 03:55:00 PM,SW,F,F1,1107,3452,White,Male
3897-612-3452,3897,Level 2 - Use of Force,02/20/2015 03:30:00 PM,SW,F,F1,612,3452,White,Male
3899-1861-3453,3899,Level 1 - Use of Force,02/21/2015 11:32:00 PM,W,Q,Q2,1861,3453,White,Male
3903-1812-3457,3903,Level 1 - Use of Force,02/22/2015 04:00:00 AM,E,G,G1,1812,3457,White,Male
11579-1769-3460,11579,Level 2 - Use of Force,07/01/2016 03:25:00 PM,W,M,M1,1769,3460,American Indian/Alaska Native,Male
3911-785-3460,3911,Level 3 - Use of Force,02/22/2015 03:10:00 PM,W,M,M1,785,3460,American Indian/Alaska Native,Male
3910-1814-3460,3910,Level 1 - Use of Force,02/22/2015 03:10:00 PM,W,M,M1,1814,3460,American Indian/Alaska Native,Male
3909-1808-3460,3909,Level 2 - Use of Force,02/22/2015 03:10:00 PM,W,M,M1,1808,3460,American Indian/Alaska Native,Male
3908-1682-3460,3908,Level 2 - Use of Force,02/22/2015 03:13:00 PM,W,M,M1,1682,3460,American Indian/Alaska Native,Male
3914-1547-3461,3914,Level 1 - Use of Force,02/22/2015 08:05:00 PM,SW,W,W1,1547,3461,Black or African American,Female
3917-1219-3461,3917,Level 1 - Use of Force,02/22/2015 08:05:00 PM,SW,W,W1,1219,3461,Black or African American,Female
3913-1779-3463,3913,Level 2 - Use of Force,02/22/2015 08:31:00 PM,W,M,M3,1779,3463,American Indian/Alaska Native,Male
3920-1223-3466,3920,Level 2 - Use of Force,02/23/2015 04:30:00 AM,N,L,L3,1223,3466,White,Female
3923-655-3466,3923,Level 2 - Use of Force,02/23/2015 04:55:00 AM,N,L,L3,655,3466,White,Female
3938-1658-3481,3938,Level 1 - Use of Force,02/23/2015 02:36:00 PM,N,B,B3,1658,3481,White,Male
3939-1659-3481,3939,Level 1 - Use of Force,02/23/2015 03:45:00 PM,N,B,B3,1659,3481,White,Male
3950-1100-3491,3950,Level 1 - Use of Force,02/19/2015 08:29:00 PM,N,J,J3,1100,3491,White,Male
3955-1760-3495,3955,Level 1 - Use of Force,02/24/2015 08:39:00 PM,W,M,M2,1760,3495,White,Male
3957-1100-3496,3957,Level 1 - Use of Force,02/19/2015 08:29:00 PM,N,J,J3,1100,3496,White,Male
3965-1669-3501,3965,Level 1 - Use of Force,02/25/2015 02:13:00 PM,S,R,R3,1669,3501,Black or African American,Male
3966-1837-3501,3966,Level 1 - Use of Force,02/25/2015 02:14:00 PM,S,R,R3,1837,3501,Black or African American,Male
3973-1058-3508,3973,Level 2 - Use of Force,02/25/2015 07:39:00 PM,E,E,E2,1058,3508,Black or African American,Male
3972-901-3508,3972,Level 2 - Use of Force,02/25/2015 07:31:00 PM,E,E,E2,901,3508,Black or African American,Male
4121-1443-3508,4121,Level 1 - Use of Force,02/25/2014 08:02:00 PM,E,E,E2,1443,3508,Black or African American,Male
12029-1638-3508,12029,Level 1 - Use of Force,07/30/2016 10:00:00 PM,W,M,M1,1638,3508,Black or African American,Male
3975-1815-3517,3975,Level 1 - Use of Force,02/25/2015 09:00:00 PM,W,K,K1,1815,3517,Black or African American,Male
10140-1689-3517,10140,Level 1 - Use of Force,03/11/2016 10:10:00 AM,S,R,R2,1689,3517,Black or African American,Male
3984-1715-3519,3984,Level 1 - Use of Force,02/26/2015 10:49:00 AM,E,G,G2,1715,3519,White,Female
3981-1714-3519,3981,Level 1 - Use of Force,02/26/2015 10:43:00 AM,E,G,G2,1714,3519,White,Female
19034-2095-3521,19034,Level 2 - Use of Force,01/06/2018 04:40:00 PM,N,U,U2,2095,3521,Not Specified,Male
3987-1142-3522,3987,Level 1 - Use of Force,02/26/2015 01:05:00 AM,X,X,XX,1142,3522,Hispanic or Latino,Female
3986-575-3522,3986,Level 1 - Use of Force,02/26/2015 01:05:00 AM,X,X,XX,575,3522,Hispanic or Latino,Female
3986-575-3525,3986,Level 1 - Use of Force,02/26/2015 01:05:00 AM,X,X,XX,575,3525,Hispanic or Latino,Male
3995-530-3530,3995,Level 2 - Use of Force,02/27/2015 12:44:00 PM,W,M,M2,530,3530,White,Male
3997-1700-3531,3997,Level 1 - Use of Force,02/24/2015 04:05:00 PM,SW,W,W3,1700,3531,Black or African American,Female
5206-456-3531,5206,Level 2 - Use of Force,05/21/2015 09:45:00 PM,W,M,M2,456,3531,Black or African American,Female
4000-1773-3532,4000,Level 1 - Use of Force,02/28/2015 12:13:00 PM,S,R,R2,1773,3532,White,Male
4005-1840-3533,4005,Level 1 - Use of Force,03/01/2015 04:44:00 PM,N,N,N3,1840,3533,Not Specified,Male
4018-1580-3539,4018,Level 1 - Use of Force,03/02/2015 11:40:00 AM,N,N,N3,1580,3539,White,Male
4028-704-3542,4028,Level 1 - Use of Force,03/02/2015 01:06:00 PM,N,N,N3,704,3542,Not Specified,Male
4027-909-3542,4027,Level 1 - Use of Force,03/02/2015 01:06:00 PM,N,N,N3,909,3542,Not Specified,Male
4029-1044-3542,4029,Level 1 - Use of Force,03/02/2015 01:06:00 PM,N,N,N3,1044,3542,Not Specified,Male
4034-180-3545,4034,Level 1 - Use of Force,03/02/2015 05:49:00 PM,SW,F,F3,180,3545,Not Specified,Male
4035-1848-3547,4035,Level 1 - Use of Force,03/03/2015 01:11:00 AM,E,E,E3,1848,3547,White,Male
4038-918-3551,4038,Level 1 - Use of Force,02/26/2015 01:05:00 AM,X,X,XX,918,3551,Hispanic or Latino,Male
4041-704-3552,4041,Level 1 - Use of Force,03/03/2015 04:21:00 PM,X,X,XX,704,3552,Asian,Female
4736-1655-3552,4736,Level 1 - Use of Force,04/21/2015 06:00:00 AM,N,N,N1,1655,3552,Asian,Female
4739-762-3552,4739,Level 1 - Use of Force,04/21/2015 06:05:00 AM,N,N,N1,762,3552,Asian,Female
4039-1205-3553,4039,Level 2 - Use of Force,03/03/2015 04:21:00 PM,X,X,XX,1205,3553,Asian,Male
4040-1074-3553,4040,Level 1 - Use of Force,03/03/2015 04:21:00 PM,X,X,XX,1074,3553,Asian,Male
4053-844-3554,4053,Level 2 - Use of Force,03/03/2015 04:45:00 PM,N,U,U2,844,3554,Not Specified,Female
4043-1851-3555,4043,Level 1 - Use of Force,03/03/2015 04:40:00 PM,N,N,N3,1851,3555,White,Male
4044-818-3556,4044,Level 1 - Use of Force,03/03/2015 05:35:00 PM,W,M,M2,818,3556,Not Specified,Female
4045-780-3557,4045,Level 1 - Use of Force,02/26/2015 11:42:00 PM,W,M,M2,780,3557,Black or African American,Male
4046-1780-3558,4046,Level 1 - Use of Force,03/04/2015 03:30:00 AM,N,N,N3,1780,3558,Hispanic or Latino,Male
4037-1582-3562,4037,Level 1 - Use of Force,03/03/2015 03:56:00 PM,N,N,N3,1582,3562,White,Male
4056-1044-3566,4056,Level 1 - Use of Force,03/05/2015 07:00:00 AM,X,X,XX,1044,3566,White,Male
4099-796-3567,4099,Level 1 - Use of Force,03/05/2015 09:17:00 AM,SW,F,F2,796,3567,White,Male
13557-1649-3567,13557,Level 1 - Use of Force,11/27/2016 08:16:00 PM,N,J,J2,1649,3567,White,Male
4072-1664-3574,4072,Level 1 - Use of Force,03/05/2015 06:39:00 PM,W,M,M3,1664,3574,Black or African American,Male
4073-425-3575,4073,Level 1 - Use of Force,03/05/2015 09:04:00 AM,N,U,U2,425,3575,White,Male
10699-908-3576,10699,Level 2 - Use of Force,05/01/2016 07:30:00 PM,W,K,K2,908,3576,Not Specified,Male
10726-1164-3576,10726,Level 2 - Use of Force,05/01/2016 07:00:00 PM,W,K,K1,1164,3576,Not Specified,Male
10725-1239-3576,10725,Level 2 - Use of Force,05/01/2016 07:28:00 PM,W,K,K1,1239,3576,Not Specified,Male
10709-1594-3576,10709,Level 2 - Use of Force,05/01/2016 07:30:00 PM,W,K,K1,1594,3576,Not Specified,Male
10708-1180-3576,10708,Level 2 - Use of Force,05/01/2016 07:10:00 PM,W,K,K1,1180,3576,Not Specified,Male
10696-639-3576,10696,Level 2 - Use of Force,05/01/2016 08:20:00 PM,X,X,XX,639,3576,Not Specified,Male
11709-1239-3576,11709,Level 2 - Use of Force,07/07/2016 08:55:00 PM,E,E,E3,1239,3576,Not Specified,Male
11704-1672-3576,11704,Level 2 - Use of Force,07/07/2016 08:55:00 PM,E,E,E3,1672,3576,Not Specified,Male
11730-908-3576,11730,Level 2 - Use of Force,07/07/2016 08:55:00 PM,E,E,E3,908,3576,Not Specified,Male
9544-1261-3576,9544,Level 2 - Use of Force,01/27/2016 08:32:00 PM,N,N,N3,1261,3576,Not Specified,Male
9343-1267-3576,9343,Level 2 - Use of Force,01/15/2016 04:13:00 AM,S,S,S2,1267,3576,Not Specified,Male
9351-825-3576,9351,Level 2 - Use of Force,01/15/2016 04:13:00 AM,S,S,S2,825,3576,Not Specified,Male
10333-1443-3576,10333,Level 1 - Use of Force,03/29/2016 01:26:00 PM,E,E,E2,1443,3576,Not Specified,Male
8149-898-3576,8149,Level 1 - Use of Force,10/20/2015 03:40:00 PM,N,U,U2,898,3576,Not Specified,Male
9203-1267-3576,9203,Level 2 - Use of Force,01/06/2016 05:20:00 AM,X,X,XX,1267,3576,Not Specified,Male
9204-1231-3576,9204,Level 2 - Use of Force,01/06/2016 05:20:00 AM,X,X,XX,1231,3576,Not Specified,Male
9567-825-3576,9567,Level 2 - Use of Force,01/26/2016 06:00:00 PM,X,X,XX,825,3576,Not Specified,Male
9543-946-3576,9543,Level 2 - Use of Force,01/27/2016 09:21:00 PM,N,N,N3,946,3576,Not Specified,Male
1969-180-3576,1969,Level 1 - Use of Force,10/13/2014 02:28:00 PM,SW,F,F2,180,3576,Not Specified,Male
2991-1044-3576,2991,Level 2 - Use of Force,12/18/2014 02:59:00 PM,N,N,N1,1044,3576,Not Specified,Male
4080-1783-3581,4080,Level 1 - Use of Force,03/06/2015 12:12:00 PM,S,O,O1,1783,3581,White,Male
12788-1615-3583,12788,Level 1 - Use of Force,09/19/2016 06:43:00 PM,N,N,N2,1615,3583,Asian,Male
4084-1585-3583,4084,Level 1 - Use of Force,03/06/2015 05:40:00 PM,N,N,N2,1585,3583,Asian,Male
4085-456-3585,4085,Level 1 - Use of Force,03/06/2015 10:40:00 PM,W,D,D1,456,3585,White,Male
4086-1577-3585,4086,Level 1 - Use of Force,03/06/2015 10:20:00 PM,W,D,D1,1577,3585,White,Male
4091-115-3587,4091,Level 1 - Use of Force,03/07/2015 02:15:00 PM,W,K,K3,115,3587,Black or African American,Female
4090-1587-3587,4090,Level 1 - Use of Force,03/07/2015 02:13:00 PM,W,K,K3,1587,3587,Black or African American,Female
4088-1581-3587,4088,Level 2 - Use of Force,03/07/2015 02:13:00 PM,W,K,K3,1581,3587,Black or African American,Female
4093-1145-3587,4093,Level 2 - Use of Force,03/07/2015 02:13:00 PM,W,K,K3,1145,3587,Black or African American,Female
4092-1542-3587,4092,Level 2 - Use of Force,03/07/2015 02:13:00 PM,W,K,K3,1542,3587,Black or African American,Female
4089-1601-3587,4089,Level 1 - Use of Force,03/07/2015 02:13:00 PM,W,K,K3,1601,3587,Black or African American,Female
15788-2115-3587,15788,Level 2 - Use of Force,05/25/2017 08:16:00 PM,E,G,G2,2115,3587,Black or African American,Female
4994-1265-3593,4994,Level 1 - Use of Force,05/07/2015 09:27:00 PM,W,M,M1,1265,3593,Black or African American,Male
4995-1785-3593,4995,Level 1 - Use of Force,05/07/2015 09:30:00 PM,W,M,M1,1785,3593,Black or African American,Male
4095-1618-3593,4095,Level 1 - Use of Force,03/07/2015 09:57:00 PM,E,C,C1,1618,3593,Black or African American,Male
4096-897-3593,4096,Level 1 - Use of Force,03/07/2015 09:57:00 PM,E,C,C1,897,3593,Black or African American,Male
4993-1697-3593,4993,Level 1 - Use of Force,05/07/2015 09:27:00 PM,W,M,M1,1697,3593,Black or African American,Male
4105-689-3597,4105,Level 1 - Use of Force,03/07/2015 04:14:00 PM,N,N,N2,689,3597,Nat Hawaiian/Oth Pac Islander,Male
4106-1811-3599,4106,Level 1 - Use of Force,03/08/2015 01:10:00 PM,E,E,E2,1811,3599,White,Male
4109-1813-3602,4109,Level 2 - Use of Force,03/08/2015 06:12:00 PM,S,R,R2,1813,3602,Black or African American,Male
4110-1845-3602,4110,Level 2 - Use of Force,03/08/2015 06:11:00 PM,S,R,R2,1845,3602,Black or African American,Male
4111-1773-3602,4111,Level 2 - Use of Force,03/08/2015 06:11:00 PM,S,R,R2,1773,3602,Black or African American,Male
4108-648-3602,4108,Level 2 - Use of Force,03/08/2015 06:11:00 PM,S,R,R2,648,3602,Black or African American,Male
3121-1868-3611,3121,Level 3 - OIS,12/31/2014 09:55:00 PM,S,S,S2,1868,3611,Black or African American,Male
3117-1565-3611,3117,Level 3 - OIS,12/31/2014 09:55:00 PM,S,S,S2,1565,3611,Black or African American,Male
3118-1262-3611,3118,Level 3 - OIS,12/31/2014 09:55:00 PM,S,S,S2,1262,3611,Black or African American,Male
4122-1899-3612,4122,Level 1 - Use of Force,03/09/2015 05:39:00 PM,W,K,K2,1899,3612,White,Male
4132-1753-3612,4132,Level 1 - Use of Force,03/09/2015 05:39:00 PM,W,K,K2,1753,3612,White,Male
4123-1702-3613,4123,Level 1 - Use of Force,03/10/2015 03:48:00 AM,W,K,K2,1702,3613,Not Specified,Male
4135-1658-3625,4135,Level 1 - Use of Force,03/10/2015 06:17:00 PM,N,B,B1,1658,3625,White,Female
4138-1172-3627,4138,Level 2 - Use of Force,03/10/2015 08:23:00 PM,W,M,M2,1172,3627,White,Male
4139-1725-3627,4139,Level 2 - Use of Force,03/10/2015 08:11:00 PM,W,M,M2,1725,3627,White,Male
4142-1697-3627,4142,Level 2 - Use of Force,03/10/2015 08:11:00 PM,W,M,M2,1697,3627,White,Male
4137-278-3627,4137,Level 2 - Use of Force,03/10/2015 08:11:00 PM,W,M,M2,278,3627,White,Male
4140-1738-3628,4140,Level 2 - Use of Force,03/10/2015 08:25:00 PM,W,M,M2,1738,3628,White,Male
4141-1729-3628,4141,Level 2 - Use of Force,03/10/2015 08:25:00 PM,W,M,M2,1729,3628,White,Male
4168-1147-3638,4168,Level 1 - Use of Force,03/07/2015 02:48:00 PM,N,L,L2,1147,3638,White,Female
4149-914-3638,4149,Level 1 - Use of Force,03/07/2015 03:05:00 PM,N,L,L2,914,3638,White,Female
4153-927-3643,4153,Level 1 - Use of Force,03/11/2015 03:45:00 PM,W,D,D3,927,3643,Black or African American,Male
4155-1838-3644,4155,Level 1 - Use of Force,03/11/2015 06:32:00 PM,S,R,R3,1838,3644,White,Male
4154-612-3645,4154,Level 1 - Use of Force,03/11/2015 04:00:00 PM,SW,W,W3,612,3645,Nat Hawaiian/Oth Pac Islander,Male
4156-1636-3645,4156,Level 2 - Use of Force,03/11/2015 04:00:00 PM,SW,W,W3,1636,3645,Nat Hawaiian/Oth Pac Islander,Male
4157-1694-3645,4157,Level 2 - Use of Force,03/11/2015 04:00:00 PM,SW,W,W3,1694,3645,Nat Hawaiian/Oth Pac Islander,Male
19080-2232-3645,19080,Level 1 - Use of Force,01/09/2018 08:48:00 PM,N,N,N3,2232,3645,Nat Hawaiian/Oth Pac Islander,Male
19077-2300-3645,19077,Level 1 - Use of Force,01/09/2018 08:48:00 PM,N,J,J3,2300,3645,Nat Hawaiian/Oth Pac Islander,Male
19460-456-3646,19460,Level 1 - Use of Force,01/13/2018 04:30:00 PM,W,D,D3,456,3646,Black or African American,Male
16645-2323-3652,16645,Level 1 - Use of Force,06/30/2017 12:45:00 PM,SW,F,F3,2323,3652,Not Specified,Female
4176-544-3659,4176,Level 1 - Use of Force,03/13/2015 11:00:00 AM,E,G,G2,544,3659,Black or African American,Female
4179-1061-3664,4179,Level 1 - Use of Force,03/13/2015 12:38:00 PM,N,U,U1,1061,3664,White,Male
4183-399-3668,4183,Level 1 - Use of Force,03/13/2015 05:15:00 AM,S,S,S1,399,3668,Black or African American,Male
4184-948-3669,4184,Level 1 - Use of Force,03/13/2015 08:07:00 PM,W,K,K3,948,3669,Black or African American,Female
4216-1750-3669,4216,Level 1 - Use of Force,03/13/2015 08:07:00 PM,W,K,K3,1750,3669,Black or African American,Female
8797-1775-3669,8797,Level 1 - Use of Force,12/06/2015 06:51:00 PM,W,K,K3,1775,3669,Black or African American,Female
4192-774-3670,4192,Level 1 - Use of Force,03/13/2015 05:18:00 PM,W,M,M3,774,3670,White,Female
4185-1081-3670,4185,Level 1 - Use of Force,03/13/2015 05:18:00 PM,W,M,M3,1081,3670,White,Female
4187-639-3672,4187,Level 1 - Use of Force,03/13/2015 12:29:00 PM,W,K,K2,639,3672,White,Female
4189-1538-3672,4189,Level 1 - Use of Force,03/14/2015 12:29:00 PM,W,K,K2,1538,3672,White,Female
4188-1583-3677,4188,Level 1 - Use of Force,03/13/2015 06:10:00 PM,N,B,B3,1583,3677,Not Specified,Male
4207-200-3677,4207,Level 1 - Use of Force,03/13/2015 06:10:00 PM,N,B,B3,200,3677,Not Specified,Male
4196-791-3677,4196,Level 1 - Use of Force,03/13/2015 05:43:00 PM,N,B,B3,791,3677,Not Specified,Male
4193-1827-3678,4193,Level 1 - Use of Force,03/15/2015 02:09:00 AM,E,E,E2,1827,3678,White,Male
4194-1735-3678,4194,Level 1 - Use of Force,03/15/2015 02:04:00 AM,E,E,E2,1735,3678,White,Male
4195-1748-3679,4195,Level 1 - Use of Force,03/14/2015 05:12:00 AM,W,K,K1,1748,3679,White,Male
4642-1141-3683,4642,Level 1 - Use of Force,04/11/2015 12:39:00 AM,E,C,C3,1141,3683,Black or African American,Male
4209-1234-3690,4209,Level 1 - Use of Force,03/16/2015 02:05:00 PM,W,K,K3,1234,3690,Not Specified,Male
4212-944-3691,4212,Level 1 - Use of Force,03/16/2015 07:18:00 PM,W,D,D3,944,3691,White,Male
4213-1682-3691,4213,Level 1 - Use of Force,03/16/2015 07:37:00 PM,W,D,D3,1682,3691,White,Male
4217-1865-3693,4217,Level 1 - Use of Force,03/16/2015 08:47:00 PM,N,B,B3,1865,3693,White,Male
4218-1715-3694,4218,Level 1 - Use of Force,03/17/2015 06:15:00 AM,E,E,E2,1715,3694,Black or African American,Male
10045-1157-3694,10045,Level 1 - Use of Force,03/02/2016 03:31:00 PM,W,M,M2,1157,3694,Black or African American,Male
12748-1651-3694,12748,Level 1 - Use of Force,09/15/2016 04:22:00 AM,E,E,E2,1651,3694,Black or African American,Male
